Recording	Participant	Timeline	TOI	Interval	Media	AOI	post	pre	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 34				3747	250	83	633	15	231667	83	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.14757	3747	250	83	633	15	231667	83	3.14757	4180	697	83	2631	6	231667	83	4430	738	117	2698	6	231634	117	0			0			8	231634	231750	80.54	47.29													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 35				3048	305	100	583	10	244491	183	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.25675	3048	305	100	583	10	244491	183	3.25675	3148	525	433	699	6	244491	433	3348	558	450	716	6	244441	483	0			0			4	244441	244924	106.9	194.47													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 36				26079	253	67	1299	103	267760	148	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.3497	23750	258	67	1299	92	268091	550	3.34451	30260	1164	100	8611	26	267760	148	31226	1201	148	8660	26	267760	148	0			0			60	268058	267908	63.76	245.82													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 37				716	143	83	250	5	309711	100	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.47581	466	117	83	200	4	309711	100	3.47227	749	187	83	366	4	309711	100	849	212	100	366	4	309661	150	0			0			1	309661	309811	71.79	99.25													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 38				3064	192	100	366	16	315690	200	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.40841	3064	192	100	366	16	315690	200	3.40841	3281	365	150	1316	9	315690	200	3614	402	183	1332	9	315674	217	0			0			6	315674	315890	52.37	268.69													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 39				200	200	200	200	1	310161	200	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.43641	200	200	200	200	1	310161	200	3.43641	200	200	200	200	1	310161	200	233	233	233	233	1	310128	233	0			0			0	310128	310361	76.67	34.96													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 40				183	92	83	100	2	309711	100	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.50646	183	92	83	100	2	309711	100	3.50646	183	92	83	100	2	309711	100	250	125	100	150	2	309661	150	0			0			0	309661	309811	71.79	99.25													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 41				250	250	250	250	1	332978	250	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.48241	0				0				250	250	250	250	1	332978	250	250	250	250	250	1	332978	250	0			0			0		333228		74.85													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 42				83	83	83	83	1	333261	83	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.48311	83	83	83	83	1	333261	83	3.48311	83	83	83	83	1	333261	83	117	117	117	117	1	333228	117	0			0			0	333228	333344	74.85	187.74													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 43				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 44				4264	237	83	533	18	270123	250	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.34196	4264	237	83	533	18	270123	250	3.34196	4563	570	83	2415	8	270123	250	4813	602	100	2465	8	270106	266	0			0			10	270106	273287	37.97	253.83													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 45				8011	250	83	550	32	286461	167	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.42989	7545	251	83	550	30	286461	167	3.41795	8677	789	167	2748	11	286461	167	9093	827	200	2781	11	286428	200	0			0			18	286428	286628	214.78	44.4													
Recording20	Participant5	Timeline1	My Time of Interest 001	1	Screen Recording Recording20	Rectangle 46				10159	267	67	749	38	296737	416	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.37109	9943	269	67	749	37	296737	416	3.37085	11975	1197	67	5713	10	296737	733	12341	1234	83	5746	10	296721	749	0			0			20	309811	307979	99.25	231.53													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle				15621	226	67	600	69	130453	199	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.32714	15422	227	67	600	68	130685	183	3.32687	17420	1244	333	2848	14	130453	1747	18086	1292	400	2898	14	130453	1747	0			0			53	132701	133683	286.97	214.11													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 1				10709	261	67	983	41	132318	167	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.30581	10059	258	67	983	39	132318	167	3.31146	11708	781	150	1715	15	132318	383	12275	818	167	1782	15	132301	400	0			0			24	133683	132701	214.11	286.97													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 2				1216	304	67	683	4	134949	67	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.30491	1216	304	67	683	4	134949	67	3.30491	1316	658	67	1249	2	134949	67	1382	691	117	1266	2	134899	117	0			0			2	134899	135016	166.05	36.62													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 3				2615	291	150	533	9	132517	183	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.38494	2615	291	150	533	9	132517	183	3.38494	2798	700	183	1166	4	132517	183	2931	733	217	1182	4	132484	217	0			0			5	132484	132701	39.11	286.97													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 4				1915	213	83	383	9	132318	167	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.28252	1532	192	83	283	8	132318	167	3.29479	2115	529	150	1166	4	132318	167	2182	545	167	1182	4	132301	183	0			0			4	144242	132484	229.1	39.11													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 5				2448	306	117	983	8	148406	217	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.23335	2448	306	117	983	8	148406	217	3.23335	2548	510	117	1182	5	148406	217	2781	556	167	1232	5	148356	266	0			0			3	148356	148623	402.25	46.25													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 6				1299	217	133	333	6	152770	266	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.26177	1033	207	133	333	5	154851	150	3.27855	1299	217	133	333	6	152770	266	1432	239	150	350	6	152736	300	0			0			0	152736	155001	180.76	73.98													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 7				15489	204	67	633	76	165810	133	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.12274	14706	210	67	633	70	165810	133	3.12465	18187	1070	117	2981	17	165810	1865	19003	1118	167	3048	17	165744	1932	0			0			49	165744	167676	139.2	615.32													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 8				30162	245	67	1016	123	167726	183	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.13898	28879	253	67	1016	114	170590	200	3.13527	34925	1397	133	5246	25	167726	183	35724	1429	150	5263	25	167676	233	0			0			81	167676	172239	615.32	247.58													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 9				4747	264	83	766	18	167726	183	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.0826	4380	274	83	766	16	170590	200	3.07322	5163	516	83	1915	10	167726	183	5513	551	150	1949	10	167676	233	0			0			7	167676	170790	615.32	88.37													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 10				9077	239	67	1016	38	170807	200	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.11498	8777	251	67	1016	35	170807	200	3.10894	10309	736	117	3214	14	170807	200	10676	763	133	3248	14	170790	217	0			0			18	170790	171007	88.37	67.59													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 11				4580	254	117	483	18	171889	183	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.21897	4214	263	117	483	16	171889	183	3.2184	5296	662	117	1899	8	171889	350	5596	699	150	1932	8	171839	400	0			0			8	171839	172239	184.69	247.58													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 12				1949	162	100	366	12	178734	150	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.15253	1765	160	100	366	11	178734	150	3.15585	2598	866	550	1216	3	178734	550	2648	883	566	1232	3	178718	566	0			0			6	178718	179284	74.69	222.09													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 13				8727	257	67	550	34	185213	83	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.14172	8660	262	67	550	33	185213	83	3.14026	9726	973	133	2049	10	185213	1316	9976	998	150	2082	10	185196	1332	0			0			22	185196	186529	41.31	328.77													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 14				46285	321	19	1665	144	228613	19	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.18941	43552	325	67	1665	134	228665	500	3.19113	50666	1448	150	13024	35	228613	3150	52231	1492	200	13074	35	228613	3150	0			0			95	232496	231763	122.98	191.79													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 15				1349	270	133	433	5	280245	167	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.3759	1349	270	133	433	5	280245	167	3.3759	1416	472	133	849	3	280245	849	1516	505	150	899	3	280195	899	0			0			2	280195	281094	89.92	117.85													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 16				15789	282	83	966	56	270952	533	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.30093	12874	274	83	899	47	270952	533	3.30267	17171	715	117	2998	24	270952	533	18204	758	150	3015	24	270918	566	0			0			25	270918	283310	40.53	32.81													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 17				983	246	133	433	4	280245	167	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.3829	983	246	133	433	4	280245	167	3.3829	983	246	133	433	4	280245	167	1116	279	150	466	4	280195	217	0			0			0	280195	280412	89.92	51.77													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 18				366	366	366	366	1	280445	366	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.3571	366	366	366	366	1	280445	366	3.3571	366	366	366	366	1	280445	366	400	400	400	400	1	280412	400	0			0			0	280412	280811	51.77	77.12													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 19				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 20				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 21				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 22				4563	228	67	483	20	232129	366	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.29314	4563	228	67	483	20	232129	366	3.29314	4763	366	83	1016	13	232129	366	5063	389	100	1049	13	232096	400	0			0			7	232096	232496	57.05	122.98													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 23				12541	220	67	550	57	237026	150	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.29863	12541	220	67	550	57	237026	150	3.29863	13757	764	67	2998	18	237026	150	14423	801	83	3048	18	237009	167	0			0			37	237009	237176	60.94	35.09													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 24				8527	275	67	733	31	267254	433	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.31129	7611	272	67	733	28	267254	433	3.28678	8844	553	67	2465	16	267254	2465	9227	577	83	2482	16	267238	2482	0			0			15	267238	269719	48.56	214.17													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 25				22222	250	38	949	89	341613	38	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.25704	20102	258	67	949	78	341901	67	3.25436	26036	1736	167	5367	15	341613	5367	26635	1776	200	5367	15	341613	5367	0			0			59	348047	348346	136.46	90.63													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 26				566	142	67	200	4	379341	200	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.29226	566	142	67	200	4	379341	200	3.29226	566	142	67	200	4	379341	200	733	183	100	250	4	379291	250	0			0			0	379291	379541	154.87	90.59													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 27				2065	229	83	400	9	375061	400	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.25778	2065	229	83	400	9	375061	400	3.25778	2098	300	83	633	7	375061	400	2315	331	133	650	7	375044	416	0			0			2	378441	375460	130.05	45.95													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 28				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 29				566	142	67	200	4	379341	200	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.29226	566	142	67	200	4	379341	200	3.29226	566	142	67	200	4	379341	200	733	183	100	250	4	379291	250	0			0			0	379291	379541	154.87	90.59													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 30				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 31				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 32				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 33				3864	184	67	366	21	347247	233	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.27202	3864	184	67	366	21	347247	233	3.27202	4447	741	100	1616	6	347247	799	4663	777	167	1632	6	347214	833	0			0			13	348346	348047	90.63	136.46													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 34				3747	250	83	633	15	356241	83	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.14757	3747	250	83	633	15	356241	83	3.14757	4180	697	83	2631	6	356241	83	4430	738	117	2698	6	356207	117	0			0			8	356207	356324	80.54	47.29													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 35				3048	305	100	583	10	369065	183	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.25675	3048	305	100	583	10	369065	183	3.25675	3148	525	433	699	6	369065	433	3348	558	450	716	6	369015	483	0			0			4	369015	369498	106.9	194.47													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 36				26079	253	67	1299	103	392333	148	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.3497	23750	258	67	1299	92	392665	550	3.34451	30260	1164	100	8611	26	392333	148	31226	1201	148	8660	26	392333	148	0			0			60	392631	392481	63.76	245.82													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 37				716	143	83	250	5	434285	100	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.47581	466	117	83	200	4	434285	100	3.47227	749	187	83	366	4	434285	100	849	212	100	366	4	434235	150	0			0			1	434235	434385	71.79	99.25													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 38				3064	192	100	366	16	440264	200	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.40841	3064	192	100	366	16	440264	200	3.40841	3281	365	150	1316	9	440264	200	3614	402	183	1332	9	440247	217	0			0			6	440247	440464	52.37	268.69													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 39				200	200	200	200	1	434735	200	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.43641	200	200	200	200	1	434735	200	3.43641	200	200	200	200	1	434735	200	233	233	233	233	1	434701	233	0			0			0	434701	434934	76.67	34.96													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 40				183	92	83	100	2	434285	100	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.50646	183	92	83	100	2	434285	100	3.50646	183	92	83	100	2	434285	100	250	125	100	150	2	434235	150	0			0			0	434235	434385	71.79	99.25													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 41				250	250	250	250	1	457552	250	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.48241	0				0				250	250	250	250	1	457552	250	250	250	250	250	1	457552	250	0			0			0		457801		74.85													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 42				83	83	83	83	1	457835	83	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.48311	83	83	83	83	1	457835	83	3.48311	83	83	83	83	1	457835	83	117	117	117	117	1	457801	117	0			0			0	457801	457918	74.85	187.74													
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 43				0				0			"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"			0				0				0				0			0				0			0			0			0																	
Recording20	Participant5	Timeline1	Entire Recording	1	Screen Recording Recording20	Rectangle 44				4264	237	83	533	18	394697	250	"Rectangle 1,Rectangle 15,Rectangle 26,Rectangle 38"		3.34196	4264	237	83	533	18	394697	250	3.34196	4563	570	83	2415	8	394697	250	4813	602	100	2465	8	394680	266	0			0			10	394680	397861	37.97	253.83													
